epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,15.5962,1.36149,1.97606,1.4881,0.00329,0.10028,0.00182,0.00062,3.3953,213.364,6.15752,0.00065625,0.00065625,0.00065625
2,31.5667,1.63197,1.87534,1.67008,0.00446,0.19499,0.00277,0.0012,3.23463,18.242,5.82817,0.0013203,0.0013203,0.0013203
3,47.4454,1.75336,1.97925,1.78331,0.01878,0.45404,0.01342,0.00459,2.63969,58.4743,2.56587,0.0019817,0.0019817,0.0019817
4,63.2988,1.71089,1.8945,1.72622,0.00203,0.08078,0.00122,0.00044,4.69522,5.53618,10.6467,0.00198812,0.00198812,0.00198812
5,79.1053,1.66042,1.85024,1.70391,0.00369,0.13928,0.00212,0.00075,3.63335,33.5223,3.40209,0.00198416,0.00198416,0.00198416
6,94.8843,1.60528,1.75197,1.65818,0.2153,0.3454,0.14108,0.08125,1.71304,4.10549,1.4912,0.0019802,0.0019802,0.0019802
7,110.791,1.51353,1.66676,1.57761,0.05538,0.32033,0.08117,0.04837,1.91595,3.80124,1.7635,0.00197624,0.00197624,0.00197624
8,126.559,1.4289,1.55362,1.52535,0.14321,0.29706,0.11005,0.057,2.2391,3.37063,2.07246,0.00197228,0.00197228,0.00197228
9,142.327,1.40547,1.4583,1.51871,0.4367,0.50696,0.43428,0.23297,1.70107,1.8235,1.48761,0.00196832,0.00196832,0.00196832
10,158.269,1.381,1.4507,1.50678,0.3968,0.2507,0.28293,0.18047,1.72506,2.22987,1.60466,0.00196436,0.00196436,0.00196436
11,174.076,1.34924,1.40279,1.47441,0.5593,0.54596,0.53758,0.33435,1.57589,1.59178,1.40396,0.0019604,0.0019604,0.0019604
12,189.981,1.34704,1.39584,1.47618,0.63658,0.50975,0.59406,0.36869,1.48535,1.50394,1.30702,0.00195644,0.00195644,0.00195644
13,205.836,1.33424,1.36595,1.44971,0.16659,0.40669,0.15006,0.0924,1.69463,2.41311,1.53842,0.00195248,0.00195248,0.00195248
14,221.61,1.22477,1.26579,1.3846,0.61219,0.54965,0.61367,0.37639,1.45691,1.34609,1.28931,0.00194852,0.00194852,0.00194852
15,237.513,1.25611,1.26907,1.39835,0.11859,0.1922,0.10321,0.07032,2.17461,3.98531,1.95016,0.00194456,0.00194456,0.00194456
16,253.276,1.28804,1.2779,1.42122,0.68419,0.61003,0.66206,0.41029,1.42491,1.42594,1.27779,0.0019406,0.0019406,0.0019406
