epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
178,12239.3,0.19519,0.37302,0.15277,0.87275,0.89136,0.92303,0.6805,0.33774,0.45456,0.12458,0.000129908,0.000129908,0.000129908
179,12308.4,0.20173,0.37585,0.14525,0.89602,0.84401,0.91018,0.67004,0.33059,0.47378,0.12175,0.000129512,0.000129512,0.000129512
180,12377.2,0.20343,0.37289,0.14805,0.86308,0.85237,0.90274,0.65469,0.33668,0.48377,0.12196,0.000129116,0.000129116,0.000129116
181,12446.3,0.19305,0.37039,0.14166,0.88847,0.81616,0.89169,0.65652,0.33279,0.47456,0.11717,0.00012872,0.00012872,0.00012872
182,12515.1,0.2022,0.37127,0.14996,0.88524,0.87187,0.92223,0.67499,0.33723,0.45646,0.11869,0.000128324,0.000128324,0.000128324
183,12584,0.18463,0.36189,0.13446,0.87879,0.85515,0.91908,0.67007,0.33667,0.45353,0.12157,0.000127928,0.000127928,0.000127928
184,12652.6,0.20459,0.3454,0.1527,0.85132,0.89136,0.92373,0.67713,0.32293,0.44789,0.1145,0.000127532,0.000127532,0.000127532
185,12721.6,0.19866,0.37266,0.14706,0.86013,0.85647,0.90274,0.65884,0.32999,0.49067,0.12145,0.000127136,0.000127136,0.000127136
186,12790.1,0.19623,0.36141,0.14213,0.89181,0.84959,0.90648,0.66027,0.33715,0.49068,0.12414,0.00012674,0.00012674,0.00012674
187,12859.2,0.19849,0.37018,0.13883,0.88154,0.88301,0.92158,0.67253,0.34101,0.46903,0.12492,0.000126344,0.000126344,0.000126344
188,12927.9,0.19796,0.37652,0.14394,0.89713,0.87454,0.92762,0.67387,0.32299,0.45008,0.10935,0.000125948,0.000125948,0.000125948
189,12996.9,0.20144,0.37932,0.14427,0.89846,0.83803,0.90198,0.6599,0.335,0.46608,0.12517,0.000125552,0.000125552,0.000125552
190,13065.5,0.19548,0.36131,0.1451,0.85194,0.89758,0.92426,0.67,0.33111,0.4895,0.11916,0.000125156,0.000125156,0.000125156
191,13134.5,0.19933,0.3699,0.1477,0.85462,0.8663,0.91803,0.67424,0.32762,0.47125,0.11699,0.00012476,0.00012476,0.00012476
192,13202.9,0.18838,0.37781,0.14395,0.89495,0.85433,0.91734,0.67274,0.32088,0.46625,0.1113,0.000124364,0.000124364,0.000124364
193,13271.9,0.19305,0.38024,0.14008,0.88081,0.87744,0.91198,0.65941,0.33441,0.48195,0.11947,0.000123968,0.000123968,0.000123968
194,13340.5,0.19232,0.37775,0.14345,0.84344,0.88579,0.91208,0.66252,0.34211,0.46147,0.12467,0.000123572,0.000123572,0.000123572
195,13409.6,0.20415,0.40237,0.14764,0.857,0.88858,0.91388,0.66589,0.33249,0.47355,0.11981,0.000123176,0.000123176,0.000123176
196,13478.2,0.19428,0.36864,0.13899,0.88188,0.86072,0.91422,0.65804,0.3324,0.48322,0.11807,0.00012278,0.00012278,0.00012278
197,13547.3,0.20428,0.38054,0.16031,0.89666,0.86908,0.91659,0.66321,0.33407,0.45208,0.12173,0.000122384,0.000122384,0.000122384
198,13616,0.18159,0.36413,0.1322,0.86365,0.88217,0.91642,0.65297,0.33782,0.47368,0.12563,0.000121988,0.000121988,0.000121988
199,13685.1,0.19262,0.3625,0.1462,0.86266,0.8748,0.92071,0.66596,0.33986,0.45513,0.12274,0.000121592,0.000121592,0.000121592
200,13753.8,0.19202,0.35555,0.15277,0.87543,0.8809,0.91061,0.65695,0.3537,0.48417,0.12774,0.000121196,0.000121196,0.000121196
201,13822.8,0.1934,0.35053,0.14082,0.8715,0.86904,0.91601,0.66626,0.34087,0.46855,0.12206,0.0001208,0.0001208,0.0001208
202,13891.6,0.19343,0.3652,0.14449,0.87808,0.86261,0.91317,0.65745,0.3496,0.47593,0.1274,0.000120404,0.000120404,0.000120404
203,13960.8,0.20057,0.34747,0.13618,0.87264,0.87796,0.91448,0.66867,0.34105,0.46993,0.1254,0.000120008,0.000120008,0.000120008
