fitness,lr0,lrf,momentum,weight_decay,warmup_epochs,warmup_momentum,box,cls,dfl,hsv_h,hsv_s,hsv_v,degrees,translate,scale,shear,perspective,flipud,fliplr,bgr,mosaic,mixup,copy_paste
0.48682,0.00277,0.01098,0.77638,0.00052,4.46118,0.55109,5.70455,0.44877,1.22586,0.01524,0.34089,0.21218,8.55098,0.13938,0.60345,6.96461,0.00055,0.4561,0.76385,0.08885,0.95493,0.06553,0.07185
0.57201,0.0021,0.0118,0.78985,0.00043,3.81625,0.72399,4.92657,0.70108,0.97148,0.01277,0.33608,0.16825,5.15058,0.1429,0.5619,7.00225,0.00056,0.29109,0.62261,0.0878,0.99015,0.05062,0.07254
0.50934,0.00267,0.01035,0.82791,0.00048,3.91011,0.66842,5.34124,0.57668,0.91539,0.01236,0.35506,0.16982,4.38361,0.12837,0.76907,7.59592,0.00056,0.24251,0.71416,0.09961,0.95137,0.05253,0.08225
0.5105,0.00216,0.01107,0.75131,0.00042,4.02634,0.77892,5.73497,0.65435,0.86079,0.01266,0.35931,0.16343,5.06872,0.12837,0.95,6.48291,0.00056,0.25481,0.63483,0.07262,1.0,0.0526,0.06518
0.524,0.00228,0.01016,0.72098,0.00044,3.84113,0.70594,5.87668,0.56065,0.90922,0.01098,0.3382,0.13938,4.72711,0.12837,0.91386,6.63213,0.0005,0.24919,0.85579,0.09696,0.93388,0.05321,0.091
0.54279,0.00234,0.00972,0.75131,0.00039,4.68093,0.60161,5.34124,0.63461,0.9058,0.00985,0.39385,0.1615,4.26359,0.13359,0.90843,6.17157,0.00056,0.25479,0.72863,0.08848,0.9762,0.04868,0.06767
0.49908,0.00237,0.01016,0.72098,0.00044,4.0515,0.71816,5.75494,0.56065,0.81349,0.01077,0.33763,0.13768,4.74871,0.13285,0.89884,6.97626,0.00049,0.25112,0.92449,0.09604,0.97953,0.05812,0.091
0.55108,0.00212,0.01131,0.82804,0.00047,3.9784,0.7244,4.67105,0.71071,0.97455,0.01243,0.34387,0.17434,5.26499,0.13615,0.58326,6.8772,0.00056,0.29109,0.62053,0.0878,0.95714,0.05183,0.07372
0.55844,0.00209,0.01118,0.71208,0.00054,4.51971,0.54116,6.10647,0.61475,0.81667,0.01387,0.33491,0.22149,4.78277,0.12837,0.76725,6.48207,0.00061,0.27362,0.65017,0.08445,1.0,0.05913,0.06072
0.58853,0.00177,0.01129,0.74813,0.00041,3.67363,0.72399,4.832,0.93597,1.08983,0.01356,0.33608,0.17278,6.10385,0.1429,0.55245,6.87327,0.0006,0.28116,0.5299,0.07242,0.95688,0.05027,0.07458
0.51816,0.00209,0.01461,0.66049,0.00033,3.95548,0.72399,3.44207,0.99675,1.10272,0.01199,0.42659,0.1645,6.10385,0.10746,0.67411,6.4981,0.00065,0.25496,0.47356,0.07542,0.77318,0.04413,0.07458
0.52947,0.0021,0.0118,0.72066,0.00039,3.9688,0.77574,5.18281,0.44183,0.76995,0.01056,0.23679,0.19838,5.15058,0.1153,0.5619,7.43292,0.00047,0.25186,0.74964,0.11403,0.99015,0.03163,0.07416
0.53407,0.0021,0.01109,0.71208,0.00054,4.49979,0.5338,6.09918,0.61303,0.80835,0.01377,0.33603,0.22149,4.77314,0.12754,0.76652,6.48207,0.00061,0.27388,0.65179,0.0844,0.99577,0.05913,0.06065
0.57023,0.00181,0.01247,0.7041,0.00041,3.53517,0.72399,4.93772,0.84561,1.27396,0.01354,0.37645,0.19047,7.48934,0.1429,0.53992,6.66342,0.0006,0.23741,0.55682,0.05921,1.0,0.05971,0.07458
0.58531,0.002,0.01327,0.82228,0.00041,4.67027,0.88437,4.57822,0.93597,0.92066,0.00975,0.33396,0.13655,5.00157,0.14559,0.70596,6.87327,0.00051,0.28548,0.5299,0.0728,1.0,0.04597,0.06949
0.55571,0.00175,0.01247,0.6,0.00041,3.04779,0.77033,4.37407,0.74839,0.96281,0.01354,0.42845,0.15045,5.56904,0.1212,0.56787,7.52336,0.00067,0.23741,0.39057,0.04658,0.8929,0.05971,0.06055
0.55825,0.00245,0.0107,0.8589,0.00036,3.71815,0.76401,4.92657,0.67642,1.01691,0.01247,0.33608,0.16825,4.88179,0.1429,0.5256,7.00225,0.00061,0.32231,0.62261,0.08707,1.0,0.05227,0.07254
0.59201,0.00156,0.01289,0.72576,0.00036,4.67027,0.95,4.36679,0.94099,1.14749,0.00822,0.25416,0.12687,5.73175,0.14559,0.70596,6.00849,0.00058,0.28548,0.48076,0.0728,0.741,0.05759,0.07612
0.60123,0.00177,0.01092,0.72787,0.00045,3.89232,0.70056,4.832,1.04384,1.20077,0.01356,0.33608,0.17278,6.10385,0.1695,0.55245,4.98211,0.0006,0.28116,0.5061,0.05012,1.0,0.05284,0.06547
0.59743,0.0012,0.01034,0.92069,0.00035,3.65256,0.95,4.36679,0.74209,1.04859,0.00735,0.25416,0.1429,5.94869,0.14559,0.59469,4.83718,0.00074,0.28548,0.69642,0.0728,0.60156,0.05759,0.07612
0.59038,0.00175,0.01309,0.84591,0.00033,4.71162,0.88949,4.62735,0.99758,1.14749,0.00876,0.29593,0.13589,4.93449,0.14559,0.61792,6.00849,0.00061,0.25388,0.48076,0.08167,0.80106,0.04926,0.07612
0.59827,0.00184,0.01415,0.78304,0.00036,4.35588,0.95,4.78303,1.11036,1.12499,0.00797,0.31064,0.13589,5.27602,0.12708,0.59889,6.1137,0.00058,0.25388,0.47824,0.08167,0.84951,0.04926,0.07477
0.60805,0.00177,0.01077,0.75173,0.00044,3.96441,0.70056,4.84808,1.05677,1.21151,0.01355,0.34763,0.1771,6.12532,0.16821,0.5614,4.9543,0.0006,0.27765,0.5129,0.04962,1.0,0.05284,0.06468
0.58117,0.00174,0.01077,0.77268,0.00045,3.83194,0.78424,4.84808,1.05677,1.21151,0.01268,0.35927,0.1771,6.41645,0.17492,0.5614,4.9543,0.0006,0.26128,0.5129,0.05042,1.0,0.05284,0.06468
0.59109,0.00173,0.01139,0.76057,0.00046,4.15812,0.72137,4.84896,1.04384,1.28134,0.01282,0.3334,0.16634,6.10385,0.17677,0.59072,5.02399,0.00059,0.28349,0.49544,0.05149,0.94693,0.05284,0.06597
0.56612,0.00153,0.01038,0.81493,0.00032,4.27088,0.94707,5.93605,1.05677,1.23444,0.01349,0.38032,0.24254,8.14596,0.18256,0.5614,3.91756,0.0006,0.27065,0.36999,0.0542,0.85612,0.0385,0.04409
0.58685,0.00174,0.01102,0.73186,0.00045,3.84426,0.6964,4.832,1.04094,1.21258,0.01341,0.33608,0.16992,6.10385,0.16987,0.54939,4.94629,0.0006,0.27657,0.50572,0.04901,1.0,0.05284,0.06708
0.57279,0.00155,0.01017,0.61311,0.00038,3.58233,0.70056,4.51027,1.05677,1.29702,0.01355,0.34763,0.1771,6.37628,0.14804,0.59506,5.22024,0.0006,0.24545,0.54031,0.04756,1.0,0.05117,0.06716
0.59155,0.00118,0.01028,0.91151,0.00034,3.65256,0.91611,4.36679,0.72731,1.04859,0.00732,0.24897,0.1429,5.98689,0.14124,0.6052,4.76658,0.00074,0.29552,0.6863,0.07345,0.61478,0.05891,0.07714
0.59886,0.00177,0.01063,0.78105,0.00044,3.35297,0.73655,4.93472,1.08048,1.24625,0.01355,0.34567,0.1859,6.46855,0.16714,0.52595,5.09331,0.00058,0.26933,0.56537,0.04962,1.0,0.04785,0.06866
0.5826,0.00158,0.01183,0.76061,0.00033,3.94276,0.79148,4.832,1.12833,0.93964,0.01166,0.32722,0.18283,7.71936,0.2022,0.56857,5.14542,0.00066,0.24795,0.39664,0.05039,0.95286,0.05357,0.07298
0.57701,0.00177,0.01147,0.76947,0.00045,3.73661,0.6388,4.38898,1.04384,1.32311,0.01251,0.30072,0.21075,6.10385,0.17638,0.69675,5.11862,0.00064,0.27723,0.58284,0.05517,1.0,0.04072,0.06311
0.58367,0.00154,0.01092,0.68518,0.00047,3.31528,0.45234,4.78735,1.20488,1.24767,0.01302,0.33608,0.21263,6.10385,0.18997,0.48953,4.98211,0.00069,0.28116,0.57489,0.05012,1.0,0.05661,0.06547
0.5845,0.00177,0.01063,0.78321,0.00044,3.35297,0.73451,4.93137,1.07949,1.23843,0.01348,0.34564,0.18587,6.45988,0.16702,0.52579,5.09217,0.00058,0.26916,0.56537,0.0496,0.99691,0.04785,0.06866
0.59967,0.00177,0.01091,0.72736,0.00045,3.89763,0.69959,4.83314,1.04417,1.20182,0.01356,0.33678,0.17262,6.09803,0.16926,0.55277,4.97762,0.0006,0.28103,0.50593,0.05024,1.0,0.05284,0.06534
0.59122,0.0018,0.01016,0.72533,0.00046,4.18141,0.76684,5.04686,1.04417,1.27955,0.01401,0.37371,0.18619,6.09803,0.16357,0.55277,4.67074,0.0006,0.29576,0.49575,0.05024,1.0,0.05284,0.06476
0.59167,0.00177,0.00906,0.89932,0.00047,3.96441,0.80155,4.61647,0.71409,1.2513,0.01627,0.28678,0.17629,6.12532,0.1858,0.46687,4.66701,0.00052,0.28493,0.5129,0.04187,0.86139,0.05039,0.07846
0.59811,0.00126,0.00781,0.75173,0.00044,3.71345,0.73528,5.89636,1.0594,0.63002,0.01418,0.29627,0.19194,6.82546,0.16821,0.52341,5.04734,0.0007,0.23222,0.45126,0.05601,0.73905,0.05284,0.08177
0.57449,0.00177,0.00879,0.72594,0.00044,3.99361,0.73079,4.86967,1.1029,1.25988,0.01355,0.34763,0.14977,5.50724,0.168,0.5614,5.18195,0.00068,0.27765,0.5129,0.04962,1.0,0.04049,0.06468
0.58804,0.00177,0.01256,0.71869,0.00053,4.75054,0.81163,4.832,1.2545,1.21691,0.01356,0.33333,0.17812,6.01158,0.17028,0.48796,5.7749,0.0006,0.29912,0.60218,0.05012,0.82929,0.0513,0.06336
0.59176,0.00157,0.0109,0.93036,0.00038,3.67231,0.60357,5.78123,0.92585,1.16077,0.01355,0.35804,0.20793,5.51603,0.16821,0.57287,5.10516,0.00064,0.20712,0.5129,0.05855,0.86862,0.05451,0.06226
0.57379,0.00234,0.00946,0.90116,0.00051,3.96441,0.7124,6.53725,1.1722,1.17061,0.01138,0.40755,0.16865,5.34695,0.19505,0.65529,5.7968,0.00062,0.28526,0.47866,0.03975,0.9757,0.05416,0.02761
0.57551,0.00174,0.01024,0.65094,0.00042,4.02262,0.72387,4.00777,1.07788,1.25743,0.01261,0.34763,0.19752,6.12532,0.16821,0.57384,4.59662,0.00053,0.21422,0.71049,0.05111,1.0,0.05614,0.06468
0.57855,0.00179,0.01104,0.74152,0.00045,3.78207,0.68931,4.832,1.06501,1.1859,0.01356,0.33846,0.16989,6.10385,0.16661,0.55245,4.98211,0.0006,0.27507,0.51024,0.05044,1.0,0.05291,0.06574
0.59434,0.00177,0.01214,0.80732,0.00038,3.89563,0.70056,4.84808,0.99213,1.1917,0.01438,0.32746,0.1771,6.7191,0.17826,0.48732,4.59829,0.0006,0.27765,0.51434,0.05543,0.9962,0.04986,0.06634
0.58285,0.00195,0.01131,0.78203,0.00047,3.89548,0.69699,5.4469,1.05978,1.18339,0.01388,0.33608,0.17278,6.1302,0.16622,0.47953,4.73872,0.00057,0.25964,0.50143,0.05012,0.9817,0.05349,0.06851
0.56853,0.00186,0.00986,0.6,0.0005,4.54243,0.73191,5.47035,1.17024,1.29043,0.0156,0.3493,0.20139,6.19599,0.1427,0.62025,4.9543,0.00066,0.23792,0.53334,0.04849,0.791,0.05483,0.07074
0.59645,0.00166,0.01073,0.71088,0.00045,3.89763,0.61921,4.47413,1.12701,1.12163,0.01342,0.39182,0.14842,6.09803,0.19182,0.47441,4.83997,0.00063,0.26333,0.50977,0.05201,1.0,0.04502,0.08295
0.56726,0.00177,0.01147,0.84082,0.00043,3.16059,0.69157,5.43949,1.08048,1.24625,0.01422,0.34839,0.1859,7.25751,0.18207,0.55165,4.69627,0.00054,0.27416,0.55145,0.05543,0.94781,0.0488,0.06866
0.57359,0.00203,0.01127,0.62749,0.00045,4.5556,0.75318,5.04288,0.97408,1.21151,0.01057,0.34763,0.16809,6.31164,0.16991,0.53271,6.04705,0.00057,0.27765,0.47928,0.04306,1.0,0.04549,0.06998
0.59153,0.00172,0.00985,0.84371,0.00043,4.31262,0.70056,4.22418,1.04384,1.20077,0.01424,0.30807,0.16978,5.94213,0.18656,0.48075,4.43332,0.00049,0.28116,0.48587,0.05207,1.0,0.05781,0.06547
0.59172,0.00175,0.01064,0.75173,0.00048,3.79656,0.50891,4.40357,1.10888,1.31895,0.01023,0.34779,0.17587,6.58092,0.16821,0.5614,4.9543,0.00055,0.2525,0.51524,0.0598,1.0,0.05354,0.06468
0.61345,0.00135,0.01075,0.7661,0.00044,3.95171,0.78208,5.2718,1.06212,1.12561,0.01402,0.37715,0.18785,6.12532,0.14871,0.64464,5.73301,0.00063,0.29565,0.5741,0.05232,1.0,0.04127,0.07597
0.57131,0.00155,0.01224,0.90568,0.00044,5.0,0.78208,5.56413,0.91121,1.25948,0.01292,0.31932,0.20966,4.56789,0.14871,0.54407,5.24237,0.00074,0.29565,0.52573,0.05399,0.84006,0.04136,0.06656
0.57389,0.002,0.01028,0.76349,0.00049,4.38116,0.70097,4.67465,1.12676,1.1272,0.01299,0.37161,0.16361,6.12532,0.16968,0.59294,4.7703,0.00064,0.26336,0.55978,0.04678,0.91241,0.06275,0.06239
0.54391,0.00149,0.01055,0.82984,0.00044,2.77505,0.70463,5.61046,1.19578,1.23114,0.01537,0.4347,0.14055,7.40048,0.17369,0.64464,6.55975,0.00063,0.2646,0.52178,0.05657,0.98848,0.04511,0.06199
0.59992,0.00119,0.01131,0.79718,0.00043,3.95171,0.78208,5.38915,1.06212,1.03988,0.01115,0.37715,0.14265,5.78204,0.14421,0.66489,5.73301,0.00065,0.30232,0.52384,0.05232,1.0,0.04035,0.0843
0.55699,0.00159,0.01217,0.91804,0.00052,5.0,0.71612,6.63708,1.23935,1.17096,0.01292,0.42299,0.17392,6.67135,0.15887,0.5614,5.6169,0.00079,0.26789,0.54391,0.04542,0.72437,0.05284,0.09433
0.55999,0.00141,0.01145,0.73144,0.00038,3.96267,0.78208,6.23255,1.06212,1.43903,0.01325,0.3994,0.20798,8.27079,0.14871,0.50763,7.60532,0.00063,0.30872,0.68884,0.06967,0.86506,0.04127,0.08568
0.58359,0.00177,0.01059,0.72454,0.00044,3.96441,0.66843,5.07981,1.01111,1.1781,0.01355,0.36525,0.17707,6.42236,0.16821,0.5614,4.92932,0.00058,0.29248,0.50591,0.04985,1.0,0.05511,0.06468
0.59532,0.00177,0.01077,0.73551,0.00041,3.96441,0.63719,4.8926,1.05677,1.21151,0.01228,0.34763,0.1771,5.93651,0.15877,0.5614,4.60077,0.00059,0.28268,0.56435,0.04478,0.95428,0.05284,0.07309
0.59722,0.00138,0.01108,0.76685,0.00047,3.82157,0.94027,4.84095,0.98785,1.18306,0.01208,0.37715,0.18785,6.12532,0.19794,0.67593,6.22814,0.00061,0.28258,0.49141,0.04331,1.0,0.05029,0.07161
0.57479,0.00174,0.01109,0.75881,0.00038,4.12972,0.71818,4.77051,1.01142,1.16601,0.01231,0.33735,0.1771,6.21836,0.17305,0.5614,4.9742,0.00061,0.27765,0.49145,0.04825,1.0,0.05575,0.05983
0.57658,0.00178,0.01127,0.71708,0.00044,3.92631,0.69981,4.93729,1.03125,1.21981,0.01308,0.34763,0.17178,5.99287,0.16654,0.58453,4.78751,0.0006,0.27305,0.50268,0.04962,1.0,0.05284,0.06468
0.57061,0.00177,0.00961,0.62826,0.00053,3.96441,0.70056,4.89628,1.09356,1.15896,0.01608,0.428,0.1771,7.04936,0.16821,0.72208,4.21216,0.0006,0.29727,0.42959,0.04962,1.0,0.05284,0.06468
0.60523,0.0015,0.01191,0.88618,0.00045,3.95171,0.78208,5.2718,1.02113,1.17013,0.01516,0.37715,0.18515,5.32966,0.14871,0.658,5.73301,0.00063,0.25003,0.5741,0.05232,0.9276,0.04127,0.07579
0.53902,0.0017,0.01339,0.98,0.00053,3.95171,0.87612,5.2718,0.99048,1.05968,0.01516,0.39169,0.19014,5.87488,0.13121,0.61617,6.20179,0.00068,0.29363,0.5741,0.06106,0.93629,0.03785,0.07569
0.5902,0.00177,0.01068,0.74549,0.00045,3.97594,0.70056,4.43598,0.97235,1.20077,0.01354,0.32076,0.17757,6.10385,0.17148,0.55326,4.93835,0.00051,0.28116,0.5061,0.05012,0.95822,0.04861,0.06144
0.60582,0.00147,0.01022,0.74164,0.00039,3.95376,0.74818,4.94746,1.14627,0.99222,0.01425,0.40578,0.18437,6.12532,0.16982,0.69991,5.09474,0.00063,0.27347,0.53237,0.04874,0.90044,0.04195,0.0716
0.59078,0.00147,0.01022,0.72478,0.00039,3.95376,0.74153,4.92514,1.14043,0.97512,0.01425,0.40578,0.18718,6.12532,0.16647,0.70591,4.99373,0.00064,0.27216,0.52238,0.04874,0.90044,0.0417,0.0716
0.56494,0.00175,0.01134,0.71074,0.00046,3.44504,0.65381,5.2718,1.06212,1.12515,0.01205,0.34513,0.15978,6.09603,0.14564,0.79637,5.79898,0.00063,0.29565,0.57732,0.05232,1.0,0.04253,0.07491
0.62207,0.00143,0.01075,0.72398,0.00036,3.95376,0.74818,4.89336,1.14627,1.0059,0.01425,0.39587,0.18437,6.05556,0.17849,0.69991,5.09474,0.00066,0.27404,0.56337,0.04915,0.85148,0.04057,0.0716
0.6013,0.00155,0.01077,0.90909,0.00043,3.61218,0.6657,4.84808,1.02053,1.27451,0.01442,0.29228,0.18447,4.31962,0.16821,0.5614,5.65483,0.00038,0.33865,0.5129,0.05548,0.752,0.05284,0.05546
0.59279,0.00143,0.01074,0.72398,0.00039,3.95376,0.76496,4.89336,1.14627,1.0059,0.01533,0.39587,0.18437,6.91804,0.18701,0.69619,4.76067,0.00064,0.29938,0.56337,0.05,0.85148,0.04057,0.06391
0.5763,0.00146,0.01135,0.6,0.00038,4.45027,0.74818,5.17492,1.20919,1.0059,0.01433,0.38937,0.1969,5.46435,0.17849,0.74514,5.09474,0.00066,0.26628,0.54537,0.04915,0.88414,0.04319,0.07082
0.59317,0.00177,0.01188,0.73833,0.00035,3.96225,0.81228,5.26575,0.91568,1.43795,0.01193,0.29339,0.1771,5.79384,0.18801,0.5614,4.25283,0.00064,0.34498,0.57858,0.04902,1.0,0.04747,0.0731
0.59139,0.00143,0.01,0.72947,0.00041,3.77532,0.70635,4.35675,0.94569,0.93001,0.01531,0.46582,0.21642,6.05556,0.19832,0.48325,3.63216,0.00058,0.23837,0.59207,0.04534,0.78661,0.04354,0.07079
0.58901,0.00143,0.01043,0.72398,0.00036,3.95376,0.74093,4.89336,1.13384,1.0059,0.01444,0.39587,0.18199,6.18722,0.19241,0.69991,5.28466,0.00069,0.27584,0.59657,0.04799,0.93296,0.04049,0.0704
0.59811,0.00096,0.01079,0.7661,0.00043,3.90191,0.77963,4.8885,1.18104,1.12561,0.0172,0.38673,0.14095,7.03515,0.12618,0.72127,5.94551,0.00079,0.31943,0.74004,0.05232,1.0,0.03401,0.09243
0.58985,0.00135,0.01075,0.75145,0.00044,3.94102,0.79769,5.24344,1.05754,1.14866,0.01402,0.37136,0.18598,6.17274,0.14871,0.63074,5.73146,0.00063,0.29565,0.57597,0.05232,0.98601,0.0412,0.07738
0.59368,0.00147,0.01009,0.74049,0.0004,3.98391,0.71952,4.86309,1.18122,0.97117,0.01425,0.41478,0.18646,6.12532,0.17853,0.69904,5.31357,0.00062,0.27016,0.53237,0.04982,0.90044,0.04411,0.0716
0.60415,0.00137,0.01124,0.7661,0.00045,3.75692,0.85809,5.2718,1.06212,1.11091,0.01458,0.39809,0.18465,5.84455,0.15521,0.61607,5.73301,0.00062,0.31913,0.51914,0.05431,1.0,0.04732,0.06592
0.58815,0.00143,0.01107,0.65288,0.00036,3.91079,0.53428,4.7477,1.14627,1.0059,0.01497,0.39587,0.18437,6.58149,0.19644,0.68055,3.70126,0.00067,0.24198,0.56337,0.05,0.85148,0.03545,0.07768
0.59022,0.00116,0.01217,0.60121,0.00035,3.72223,0.85257,6.58959,1.14627,0.99949,0.01399,0.41413,0.20054,6.05556,0.19051,0.77759,4.44809,0.00066,0.27404,0.68739,0.04592,0.82711,0.04057,0.07954
0.59363,0.00148,0.01044,0.75793,0.00052,3.49664,0.89286,6.16786,0.83448,0.96766,0.01444,0.40355,0.20216,6.27262,0.1654,0.68298,5.88903,0.00059,0.29065,0.70373,0.03893,1.0,0.04413,0.07312
0.59982,0.00141,0.00724,0.8443,0.00035,3.84738,0.67841,7.25275,1.28426,0.81844,0.01251,0.48431,0.15084,6.12532,0.16982,0.69991,5.42239,0.00054,0.26025,0.53237,0.04145,0.90044,0.03289,0.0716
0.56068,0.00202,0.01068,0.68569,0.00036,3.34381,0.70056,4.70396,1.24186,1.35279,0.01342,0.34763,0.15571,7.81894,0.16093,0.59417,4.69802,0.0006,0.27765,0.60878,0.04485,1.0,0.04919,0.06165
0.58295,0.00158,0.01277,0.79855,0.0003,3.59456,0.74818,2.67709,0.86994,0.66375,0.01425,0.45327,0.21254,6.01677,0.15547,0.81608,4.23212,0.00063,0.33985,0.44934,0.04585,0.733,0.04057,0.09485
0.59157,0.00143,0.01109,0.70081,0.00036,3.80294,0.76444,5.42131,1.14627,0.9477,0.01454,0.39812,0.18437,5.52982,0.15769,0.66339,4.98785,0.00066,0.28163,0.53933,0.04726,0.90955,0.03826,0.07931
0.60451,0.0013,0.0099,0.72398,0.00036,4.028,0.84145,6.58216,1.21241,1.10936,0.01338,0.38188,0.18437,6.05556,0.17733,0.84597,4.16831,0.00071,0.27404,0.48653,0.03668,0.85148,0.03224,0.0716
0.59835,0.0014,0.01108,0.72593,0.00036,3.95376,0.70701,4.73951,1.14627,1.0059,0.01425,0.39754,0.18152,6.09428,0.17242,0.7056,5.09474,0.00066,0.28513,0.59987,0.05019,0.8219,0.03882,0.07114
0.58394,0.00143,0.01099,0.73904,0.00037,4.06905,0.76648,4.89336,1.14364,1.00203,0.01411,0.40161,0.18612,6.1836,0.17487,0.70532,4.95137,0.00066,0.27207,0.58141,0.04915,0.85433,0.04057,0.07017
0.59479,0.00091,0.01119,0.72398,0.00044,2.79702,0.87358,4.85294,0.88168,1.165,0.01489,0.42796,0.23208,9.03373,0.15608,0.75834,5.09474,0.00067,0.27404,0.56337,0.04915,0.85148,0.05049,0.08224
0.61004,0.00135,0.01075,0.60702,0.00046,4.19652,0.78208,5.2718,1.06212,1.08186,0.01239,0.35284,0.18785,5.85038,0.14871,0.64464,5.73301,0.00063,0.2757,0.5539,0.06546,1.0,0.04356,0.07769
0.57854,0.00143,0.01087,0.76628,0.00041,4.27117,0.71294,4.89336,1.2551,0.88138,0.01092,0.41156,0.18437,6.82815,0.17464,0.69991,5.54552,0.00074,0.27404,0.46196,0.05389,0.73163,0.05096,0.07312
0.58761,0.00143,0.0094,0.67749,0.00035,3.59885,0.60612,5.40607,1.18548,1.02718,0.01501,0.37419,0.19159,6.05556,0.16203,0.61889,5.03638,0.00062,0.27368,0.65306,0.04915,0.85148,0.04146,0.07597
0.60113,0.00146,0.01079,0.85014,0.00045,3.95171,0.79508,5.31705,0.83708,1.1723,0.01292,0.37715,0.17946,5.75995,0.14871,0.61825,5.00451,0.00061,0.21263,0.5741,0.05046,1.0,0.04724,0.0816
0.5938,0.00136,0.01055,0.60702,0.00043,4.03056,0.76405,5.13112,1.0232,1.09658,0.01276,0.34118,0.18662,5.85038,0.14305,0.63646,5.73301,0.00063,0.27683,0.53637,0.06327,1.0,0.04575,0.07769
0.60979,0.00138,0.01059,0.60839,0.00048,3.94157,0.80088,5.37292,1.07986,1.0582,0.01231,0.35332,0.1873,5.81846,0.1492,0.65068,5.73301,0.00065,0.27698,0.56908,0.06387,0.98744,0.04366,0.07769
0.60699,0.00121,0.01088,0.72398,0.00038,3.81304,0.84445,3.5288,1.0823,1.0059,0.00916,0.46553,0.19912,5.65263,0.12536,0.63218,5.1646,0.00061,0.265,0.6499,0.04627,0.73922,0.0421,0.08841
0.51874,0.00165,0.01075,0.6,0.00032,2.69956,0.79492,5.34855,1.29279,1.13508,0.01178,0.44756,0.23592,6.16482,0.17849,0.67496,4.3076,0.00045,0.27404,0.63403,0.06459,0.85148,0.04057,0.07497
0.58498,0.00143,0.0114,0.72143,0.00035,3.8974,0.76696,4.86834,1.14627,1.13226,0.01399,0.36919,0.18432,5.81809,0.17672,0.70322,4.81704,0.00068,0.2598,0.56337,0.04771,0.85352,0.04228,0.07808
0.57835,0.00143,0.01075,0.71703,0.00038,3.41204,0.6987,5.30404,1.24561,1.08731,0.01622,0.34771,0.1726,6.39524,0.17849,0.68473,5.09474,0.00066,0.27404,0.56337,0.0484,0.7697,0.03928,0.07377
0.61056,0.00143,0.01077,0.72443,0.00036,4.00555,0.75074,4.89336,1.15323,1.00747,0.01421,0.39725,0.18437,6.00401,0.17873,0.69834,5.0795,0.00066,0.27404,0.56102,0.04894,0.85673,0.04075,0.07156
0.60245,0.00142,0.01075,0.72398,0.00037,3.9743,0.7484,4.88441,1.17615,0.97448,0.01445,0.39013,0.18428,5.86415,0.17423,0.69717,5.10518,0.00063,0.27243,0.56337,0.04975,0.85148,0.04087,0.07374
0.60125,0.00145,0.0104,0.82279,0.00035,3.95705,0.67024,5.30878,1.14627,1.0059,0.01425,0.3991,0.16561,6.05556,0.17616,0.74801,4.93292,0.00066,0.25159,0.5152,0.04203,0.85148,0.04057,0.0716
0.60505,0.0014,0.01077,0.72398,0.00032,4.2132,0.75341,4.89336,1.2229,0.99806,0.01374,0.39587,0.16793,4.952,0.16423,0.69991,5.137,0.00064,0.24683,0.57917,0.04271,0.82173,0.04312,0.07615
0.57965,0.00149,0.00974,0.80499,0.00046,3.55531,0.7087,5.47361,1.0266,1.2855,0.0163,0.36157,0.13252,7.76886,0.11615,0.73344,5.91515,0.00063,0.33116,0.59429,0.07007,0.95593,0.04157,0.07597
0.59463,0.00144,0.01042,0.72403,0.00036,3.95376,0.74818,4.80594,1.11161,0.97951,0.01405,0.38717,0.19486,6.05556,0.17849,0.72214,5.09127,0.00066,0.27991,0.56337,0.04876,0.85148,0.03941,0.07227
0.59384,0.00149,0.01078,0.69513,0.00036,3.95376,0.76311,4.86535,1.11167,0.99745,0.01386,0.40381,0.18437,6.15406,0.17259,0.66937,5.04838,0.0007,0.27404,0.58911,0.04924,0.86423,0.04057,0.0716
0.6204,0.00127,0.00793,0.70534,0.00044,5.0,0.73618,6.03225,0.78867,0.74164,0.01558,0.39687,0.20762,3.67167,0.14338,0.54343,5.73301,0.00065,0.27885,0.52616,0.05273,0.74875,0.03695,0.0737
0.61502,0.00127,0.00793,0.70534,0.00044,5.0,0.65023,6.65617,0.80576,0.69366,0.01725,0.3791,0.20948,4.11982,0.14882,0.52571,5.91992,0.00064,0.27814,0.53616,0.05464,0.78305,0.03351,0.0737
0.59802,0.00143,0.01219,0.72681,0.00036,4.16793,0.71623,4.54097,1.11637,0.96777,0.01313,0.3819,0.18745,6.58633,0.17662,0.75089,5.34545,0.00066,0.29459,0.54105,0.04915,0.85695,0.04057,0.0716
0.61089,0.00114,0.01075,0.6,0.00027,3.95376,0.67367,4.91496,0.76188,1.0367,0.01371,0.39688,0.1247,6.12817,0.15746,0.58445,4.40735,0.00066,0.27404,0.55312,0.04794,0.84168,0.04057,0.07187
0.60995,0.00145,0.01118,0.72398,0.00036,3.84115,0.74818,5.43071,1.18198,1.03368,0.01425,0.39587,0.16283,5.31448,0.1712,0.63963,5.28894,0.00066,0.3055,0.56063,0.05411,0.98184,0.04057,0.07461
0.58935,0.00149,0.00876,0.61125,0.00044,4.53995,0.87416,6.65617,0.73534,0.63743,0.01922,0.35173,0.20948,4.54545,0.14882,0.65765,5.91992,0.00053,0.29375,0.56037,0.04943,0.73792,0.03351,0.05668
