epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
74,2431.95,0.22902,0.41059,0.16004,0.88906,0.82591,0.92111,0.67081,0.32789,0.44716,0.10478,0.000171092,0.000171092,0.000171092
75,2464.73,0.2303,0.41366,0.1576,0.84726,0.84984,0.90522,0.66536,0.33544,0.5012,0.10531,0.000170696,0.000170696,0.000170696
76,2497.49,0.24256,0.38651,0.16247,0.87925,0.81133,0.89241,0.65197,0.32319,0.51907,0.1052,0.0001703,0.0001703,0.0001703
77,2530.32,0.23749,0.39668,0.16111,0.85937,0.86351,0.92225,0.67296,0.32262,0.46394,0.10352,0.000169904,0.000169904,0.000169904
78,2563.02,0.24424,0.38939,0.15812,0.8846,0.87543,0.92094,0.66511,0.3296,0.47568,0.10765,0.000169508,0.000169508,0.000169508
79,2595.69,0.23404,0.402,0.15984,0.86032,0.8468,0.90234,0.65251,0.33472,0.48726,0.1093,0.000169112,0.000169112,0.000169112
80,2628.41,0.2394,0.42336,0.17017,0.8526,0.86072,0.91265,0.66709,0.32525,0.46635,0.10494,0.000168716,0.000168716,0.000168716
81,2661.29,0.2282,0.40174,0.14618,0.86473,0.87257,0.91916,0.66624,0.32571,0.45977,0.10707,0.00016832,0.00016832,0.00016832
82,2693.96,0.23054,0.38545,0.16367,0.86162,0.89415,0.93136,0.66497,0.33554,0.41998,0.1159,0.000167924,0.000167924,0.000167924
83,2726.74,0.22586,0.37399,0.15055,0.82286,0.88858,0.91308,0.6648,0.33687,0.48565,0.11146,0.000167528,0.000167528,0.000167528
84,2759.45,0.22106,0.40023,0.14579,0.82858,0.88863,0.91566,0.66432,0.33427,0.46501,0.10913,0.000167132,0.000167132,0.000167132
85,2792.18,0.22579,0.39354,0.14907,0.86118,0.88129,0.92531,0.67731,0.32171,0.44451,0.10332,0.000166736,0.000166736,0.000166736
86,2825.23,0.2325,0.4101,0.15902,0.84299,0.8824,0.90143,0.66535,0.33485,0.47807,0.10833,0.00016634,0.00016634,0.00016634
87,2857.68,0.22243,0.39797,0.15682,0.83135,0.89249,0.92085,0.6795,0.32988,0.45168,0.10781,0.000165944,0.000165944,0.000165944
88,2890.7,0.21991,0.38622,0.1433,0.846,0.90529,0.92632,0.68004,0.32009,0.47042,0.10155,0.000165548,0.000165548,0.000165548
89,2923.68,0.22745,0.38511,0.15229,0.85093,0.86908,0.90844,0.67074,0.33081,0.47569,0.10633,0.000165152,0.000165152,0.000165152
90,2956.44,0.22126,0.41042,0.15219,0.88742,0.8783,0.91437,0.66772,0.33452,0.45253,0.10827,0.000164756,0.000164756,0.000164756
91,2989.22,0.22336,0.38281,0.15113,0.89202,0.86072,0.91752,0.67249,0.309,0.45144,0.09684,0.00016436,0.00016436,0.00016436
92,3021.97,0.23387,0.40091,0.15317,0.83516,0.86351,0.9135,0.67888,0.33014,0.4659,0.10766,0.000163964,0.000163964,0.000163964
93,3054.73,0.2137,0.37058,0.14419,0.83584,0.89349,0.91495,0.66088,0.3277,0.50104,0.10681,0.000163568,0.000163568,0.000163568
94,3087.53,0.23095,0.38831,0.14821,0.8886,0.85794,0.93359,0.68535,0.32376,0.45114,0.0999,0.000163172,0.000163172,0.000163172
95,3120.52,0.22332,0.37095,0.15971,0.87562,0.82364,0.88961,0.65456,0.33165,0.48651,0.10983,0.000162776,0.000162776,0.000162776
96,3153.42,0.2133,0.37624,0.14626,0.85024,0.88558,0.9256,0.68102,0.31652,0.45711,0.09799,0.00016238,0.00016238,0.00016238
97,3186.23,0.22299,0.38062,0.14959,0.84417,0.88858,0.92166,0.67166,0.32214,0.4926,0.09869,0.000161984,0.000161984,0.000161984
98,3219.04,0.20995,0.36111,0.14986,0.84077,0.89717,0.9227,0.68209,0.31161,0.49929,0.09425,0.000161588,0.000161588,0.000161588
99,3251.92,0.22532,0.3799,0.15152,0.84577,0.88858,0.92067,0.67392,0.32602,0.45617,0.10285,0.000161192,0.000161192,0.000161192
100,3284.72,0.21977,0.37322,0.14657,0.85508,0.8711,0.91469,0.67079,0.33463,0.4694,0.11066,0.000160796,0.000160796,0.000160796
101,3317.57,0.20834,0.37459,0.15148,0.84616,0.88022,0.91788,0.67246,0.33419,0.46248,0.11493,0.0001604,0.0001604,0.0001604
102,3350.24,0.2192,0.38126,0.13861,0.85622,0.86259,0.9052,0.66118,0.32027,0.48535,0.10522,0.000160004,0.000160004,0.000160004
103,3382.99,0.22469,0.36004,0.1468,0.839,0.87096,0.90964,0.67527,0.31332,0.50083,0.10237,0.000159608,0.000159608,0.000159608
104,3415.81,0.21977,0.39166,0.14331,0.89385,0.82096,0.88959,0.65364,0.33535,0.54037,0.11036,0.000159212,0.000159212,0.000159212
105,3448.65,0.21322,0.38595,0.1437,0.8526,0.88579,0.9178,0.67196,0.32346,0.49802,0.10433,0.000158816,0.000158816,0.000158816
106,3481.52,0.22037,0.37852,0.15038,0.86821,0.86244,0.91061,0.65671,0.34184,0.50461,0.11188,0.00015842,0.00015842,0.00015842
107,3514.4,0.21689,0.38333,0.14167,0.88207,0.85237,0.92343,0.66599,0.33102,0.48921,0.10314,0.000158024,0.000158024,0.000158024
108,3547.32,0.19999,0.34944,0.14128,0.86261,0.86072,0.92308,0.67227,0.33486,0.4565,0.10848,0.000157628,0.000157628,0.000157628
109,3580.06,0.20811,0.35525,0.13617,0.87757,0.87853,0.92149,0.67733,0.33719,0.45526,0.10953,0.000157232,0.000157232,0.000157232
110,3612.83,0.20912,0.37872,0.14338,0.88334,0.88858,0.9224,0.67249,0.33099,0.46323,0.10716,0.000156836,0.000156836,0.000156836
111,3645.55,0.2063,0.35519,0.14713,0.82655,0.88301,0.90123,0.66619,0.32429,0.50507,0.09978,0.00015644,0.00015644,0.00015644
112,3678.41,0.20479,0.3632,0.13973,0.84605,0.87465,0.91003,0.6675,0.35398,0.48798,0.1084,0.000156044,0.000156044,0.000156044
113,3711.22,0.20256,0.37676,0.1471,0.83856,0.86351,0.90242,0.65873,0.35303,0.49888,0.11232,0.000155648,0.000155648,0.000155648
114,3743.97,0.2121,0.37165,0.14933,0.85215,0.8663,0.8991,0.64792,0.35952,0.51847,0.11641,0.000155252,0.000155252,0.000155252
115,3776.75,0.20285,0.34767,0.14304,0.83551,0.87187,0.88841,0.64749,0.37188,0.51921,0.12567,0.000154856,0.000154856,0.000154856
116,3809.64,0.20836,0.36196,0.14458,0.83432,0.89694,0.92201,0.66938,0.34247,0.5219,0.11282,0.00015446,0.00015446,0.00015446
117,3842.36,0.20778,0.37819,0.14541,0.84422,0.88579,0.91327,0.66464,0.33936,0.46847,0.11127,0.000154064,0.000154064,0.000154064
118,3875.17,0.2053,0.36414,0.14572,0.85505,0.89415,0.92053,0.67059,0.34205,0.46445,0.11198,0.000153668,0.000153668,0.000153668
119,3907.88,0.20248,0.37383,0.13288,0.88475,0.85539,0.9162,0.66353,0.32879,0.47341,0.10472,0.000153272,0.000153272,0.000153272
120,3940.65,0.20756,0.35397,0.1518,0.85453,0.88359,0.91737,0.66059,0.34886,0.46858,0.11743,0.000152876,0.000152876,0.000152876
121,3973.43,0.21555,0.35815,0.15629,0.86476,0.85237,0.90832,0.66269,0.34536,0.46156,0.12299,0.00015248,0.00015248,0.00015248
122,4006.19,0.20893,0.37306,0.13943,0.88067,0.85237,0.91195,0.66327,0.34083,0.46624,0.11442,0.000152084,0.000152084,0.000152084
123,4039.07,0.20256,0.357,0.13787,0.86939,0.88301,0.91778,0.66883,0.336,0.46257,0.11103,0.000151688,0.000151688,0.000151688
124,4071.81,0.20096,0.36915,0.14042,0.88594,0.86072,0.91604,0.66286,0.34395,0.46634,0.11587,0.000151292,0.000151292,0.000151292
125,4104.56,0.20318,0.3502,0.12801,0.85945,0.89415,0.91975,0.66595,0.34201,0.46852,0.111,0.000150896,0.000150896,0.000150896
126,4137.37,0.19384,0.34208,0.12775,0.87026,0.89683,0.9254,0.66742,0.34088,0.45554,0.11128,0.0001505,0.0001505,0.0001505
127,4170.29,0.20738,0.35097,0.13845,0.88558,0.87187,0.9155,0.65877,0.34148,0.47795,0.11007,0.000150104,0.000150104,0.000150104
128,4203.22,0.21036,0.33508,0.13313,0.89124,0.89023,0.9181,0.67115,0.34713,0.46791,0.11492,0.000149708,0.000149708,0.000149708
129,4236.02,0.20083,0.3362,0.1406,0.90717,0.83565,0.91094,0.65406,0.33769,0.46785,0.11293,0.000149312,0.000149312,0.000149312
130,4268.87,0.20226,0.33458,0.13654,0.90651,0.86431,0.91996,0.65566,0.34487,0.46408,0.11297,0.000148916,0.000148916,0.000148916
131,4301.64,0.19548,0.33916,0.13218,0.87927,0.87236,0.91888,0.65519,0.35039,0.4699,0.11528,0.00014852,0.00014852,0.00014852
132,4334.49,0.19582,0.35876,0.13461,0.90089,0.87744,0.92335,0.67015,0.33429,0.45851,0.10975,0.000148124,0.000148124,0.000148124
133,4367.38,0.20291,0.33652,0.14169,0.89141,0.87744,0.92481,0.66976,0.34295,0.472,0.11683,0.000147728,0.000147728,0.000147728
134,4400.3,0.19192,0.33681,0.13342,0.89961,0.87369,0.92719,0.66734,0.33671,0.46124,0.11112,0.000147332,0.000147332,0.000147332
135,4433.17,0.19028,0.34276,0.12751,0.90836,0.8835,0.92638,0.67119,0.33819,0.44653,0.11057,0.000146936,0.000146936,0.000146936
136,4466.03,0.19459,0.33773,0.12528,0.88776,0.85924,0.91518,0.65907,0.34682,0.47313,0.11848,0.00014654,0.00014654,0.00014654
137,4498.92,0.20694,0.33507,0.13859,0.88858,0.86634,0.91561,0.66222,0.33559,0.46176,0.11318,0.000146144,0.000146144,0.000146144
138,4531.76,0.19757,0.32668,0.13454,0.90573,0.8564,0.91824,0.67053,0.32292,0.44697,0.10508,0.000145748,0.000145748,0.000145748
139,4564.52,0.18856,0.33433,0.12957,0.87077,0.87187,0.9099,0.65452,0.35574,0.46426,0.12012,0.000145352,0.000145352,0.000145352
140,4597.26,0.18995,0.34906,0.12861,0.90403,0.83844,0.91763,0.66898,0.33352,0.48166,0.1127,0.000144956,0.000144956,0.000144956
141,4630.01,0.19833,0.33466,0.1344,0.88219,0.87187,0.9202,0.67451,0.33391,0.44206,0.11047,0.00014456,0.00014456,0.00014456
142,4662.77,0.21045,0.32857,0.14719,0.88442,0.87394,0.92386,0.66986,0.32984,0.5058,0.1055,0.000144164,0.000144164,0.000144164
143,4695.58,0.18946,0.32754,0.13589,0.88565,0.86908,0.92875,0.65731,0.36245,0.46135,0.124,0.000143768,0.000143768,0.000143768
144,4728.39,0.19178,0.33892,0.1311,0.90296,0.85536,0.92018,0.66556,0.34257,0.45046,0.1151,0.000143372,0.000143372,0.000143372
145,4761.14,0.19934,0.33092,0.1367,0.8886,0.86072,0.92086,0.66337,0.34646,0.45533,0.11265,0.000142976,0.000142976,0.000142976
146,4794,0.19597,0.33971,0.13607,0.87151,0.88579,0.92588,0.66551,0.35312,0.43921,0.11532,0.00014258,0.00014258,0.00014258
147,4826.85,0.19374,0.35429,0.13554,0.87356,0.81894,0.90387,0.65141,0.35796,0.49357,0.11598,0.000142184,0.000142184,0.000142184
148,4859.69,0.18405,0.32744,0.12725,0.86386,0.90251,0.91908,0.66595,0.34527,0.45828,0.11574,0.000141788,0.000141788,0.000141788
149,4892.44,0.18813,0.32718,0.12588,0.8988,0.89062,0.92247,0.66885,0.34508,0.48431,0.11377,0.000141392,0.000141392,0.000141392
150,4925.19,0.18886,0.32784,0.13173,0.89366,0.86612,0.91117,0.66097,0.34533,0.53258,0.11581,0.000140996,0.000140996,0.000140996
151,4958.06,0.17948,0.31963,0.1245,0.89577,0.88022,0.92828,0.67239,0.3401,0.46171,0.11753,0.0001406,0.0001406,0.0001406
152,4990.9,0.1919,0.31965,0.11902,0.92196,0.8663,0.9208,0.66312,0.3421,0.48255,0.11114,0.000140204,0.000140204,0.000140204
153,5023.61,0.19419,0.32708,0.12542,0.91984,0.8663,0.92641,0.66578,0.34861,0.47984,0.11443,0.000139808,0.000139808,0.000139808
154,5056.34,0.18389,0.32528,0.12721,0.9163,0.85383,0.9035,0.65449,0.34534,0.51461,0.11217,0.000139412,0.000139412,0.000139412
155,5089.27,0.19693,0.33211,0.14008,0.86944,0.87465,0.90687,0.66338,0.36274,0.45661,0.12075,0.000139016,0.000139016,0.000139016
156,5121.77,0.18027,0.31812,0.12681,0.90891,0.87465,0.92018,0.6676,0.33459,0.50354,0.10777,0.00013862,0.00013862,0.00013862
157,5154.47,0.18336,0.3233,0.12158,0.88112,0.86709,0.91115,0.6546,0.34588,0.50606,0.11548,0.000138224,0.000138224,0.000138224
158,5187.34,0.19135,0.33588,0.13307,0.87493,0.88858,0.91616,0.66553,0.33501,0.50602,0.10875,0.000137828,0.000137828,0.000137828
159,5220.17,0.19207,0.33952,0.133,0.89968,0.84932,0.91292,0.66516,0.33939,0.4528,0.1144,0.000137432,0.000137432,0.000137432
160,5252.94,0.19441,0.34061,0.12594,0.88417,0.87181,0.92361,0.67018,0.34629,0.44231,0.1161,0.000137036,0.000137036,0.000137036
161,5285.84,0.18795,0.32083,0.12958,0.86918,0.88858,0.91746,0.6664,0.34439,0.48256,0.11305,0.00013664,0.00013664,0.00013664
162,5318.68,0.18809,0.32497,0.13479,0.87508,0.87465,0.91346,0.66524,0.33699,0.51158,0.11041,0.000136244,0.000136244,0.000136244
163,5351.54,0.19543,0.31961,0.12893,0.86775,0.91365,0.9306,0.67859,0.33975,0.46157,0.11072,0.000135848,0.000135848,0.000135848
164,5384.26,0.19099,0.32155,0.13604,0.90983,0.87132,0.92978,0.67253,0.33517,0.45325,0.11088,0.000135452,0.000135452,0.000135452
165,5417.06,0.19574,0.31802,0.12136,0.90824,0.85794,0.92267,0.66996,0.35017,0.45794,0.1157,0.000135056,0.000135056,0.000135056
166,5449.94,0.17938,0.32207,0.1241,0.89719,0.87465,0.92383,0.67341,0.34231,0.465,0.1094,0.00013466,0.00013466,0.00013466
167,5482.81,0.1945,0.32071,0.13736,0.89302,0.89415,0.92974,0.67043,0.33197,0.48058,0.10178,0.000134264,0.000134264,0.000134264
168,5515.78,0.18215,0.30622,0.12102,0.88459,0.89694,0.92842,0.67018,0.34243,0.4815,0.10666,0.000133868,0.000133868,0.000133868
169,5548.68,0.18275,0.3178,0.12232,0.8998,0.86908,0.9169,0.67147,0.33629,0.46266,0.10803,0.000133472,0.000133472,0.000133472
