image_path,full_latency_ms
/home/itk/Desktop/Andreas/AWAS-Project/AFTI_PMID_SINGLE_CLASS_TESTING_backup_20250215_134318/val/images/zooplanktonhorisontal1_onsdag_12.jpg,56.525
/home/itk/Desktop/Andreas/AWAS-Project/AFTI_PMID_SINGLE_CLASS_TESTING_backup_20250215_134318/val/images/zooplanktonhoristontal2_onsdag_1.jpg,55.260
/home/itk/Desktop/Andreas/AWAS-Project/AFTI_PMID_SINGLE_CLASS_TESTING_backup_20250215_134318/val/images/zooplanktonhoristontal2_onsdag_10.jpg,54.290
/home/itk/Desktop/Andreas/AWAS-Project/AFTI_PMID_SINGLE_CLASS_TESTING_backup_20250215_134318/val/images/zooplanktonhoristontal2_onsdag_12.jpg,53.678
/home/itk/Desktop/Andreas/AWAS-Project/AFTI_PMID_SINGLE_CLASS_TESTING_backup_20250215_134318/val/images/zooplanktonhoristontal2_onsdag_139.jpg,54.752
/home/itk/Desktop/Andreas/AWAS-Project/AFTI_PMID_SINGLE_CLASS_TESTING_backup_20250215_134318/val/images/zooplanktonhoristontal2_onsdag_144.jpg,55.683
/home/itk/Desktop/Andreas/AWAS-Project/AFTI_PMID_SINGLE_CLASS_TESTING_backup_20250215_134318/val/images/zooplanktonhoristontal2_onsdag_145.jpg,64.134
/home/itk/Desktop/Andreas/AWAS-Project/AFTI_PMID_SINGLE_CLASS_TESTING_backup_20250215_134318/val/images/zooplanktonhoristontal2_onsdag_146.jpg,55.116
/home/itk/Desktop/Andreas/AWAS-Project/AFTI_PMID_SINGLE_CLASS_TESTING_backup_20250215_134318/val/images/zooplanktonhoristontal2_onsdag_18.jpg,55.741
/home/itk/Desktop/Andreas/AWAS-Project/AFTI_PMID_SINGLE_CLASS_TESTING_backup_20250215_134318/val/images/zooplanktonhoristontal2_onsdag_21.jpg,58.487
/home/itk/Desktop/Andreas/AWAS-Project/AFTI_PMID_SINGLE_CLASS_TESTING_backup_20250215_134318/val/images/zooplanktonhoristontal2_onsdag_238.jpg,55.192
/home/itk/Desktop/Andreas/AWAS-Project/AFTI_PMID_SINGLE_CLASS_TESTING_backup_20250215_134318/val/images/zooplanktonhoristontal2_onsdag_240.jpg,54.885
/home/itk/Desktop/Andreas/AWAS-Project/AFTI_PMID_SINGLE_CLASS_TESTING_backup_20250215_134318/val/images/zooplanktonhoristontal2_onsdag_241.jpg,55.133
/home/itk/Desktop/Andreas/AWAS-Project/AFTI_PMID_SINGLE_CLASS_TESTING_backup_20250215_134318/val/images/zooplanktonhoristontal2_onsdag_243.jpg,54.912
/home/itk/Desktop/Andreas/AWAS-Project/AFTI_PMID_SINGLE_CLASS_TESTING_backup_20250215_134318/val/images/zooplanktonhoristontal2_onsdag_244.jpg,55.481
/home/itk/Desktop/Andreas/AWAS-Project/AFTI_PMID_SINGLE_CLASS_TESTING_backup_20250215_134318/val/images/zooplanktonhoristontal2_onsdag_245.jpg,63.674
/home/itk/Desktop/Andreas/AWAS-Project/AFTI_PMID_SINGLE_CLASS_TESTING_backup_20250215_134318/val/images/zooplanktonhoristontal2_onsdag_246.jpg,55.112
/home/itk/Desktop/Andreas/AWAS-Project/AFTI_PMID_SINGLE_CLASS_TESTING_backup_20250215_134318/val/images/zooplanktonhoristontal2_onsdag_3.jpg,54.511
/home/itk/Desktop/Andreas/AWAS-Project/AFTI_PMID_SINGLE_CLASS_TESTING_backup_20250215_134318/val/images/zooplanktonhoristontal2_onsdag_343.jpg,54.907
/home/itk/Desktop/Andreas/AWAS-Project/AFTI_PMID_SINGLE_CLASS_TESTING_backup_20250215_134318/val/images/zooplanktonhoristontal2_onsdag_345.jpg,52.754
/home/itk/Desktop/Andreas/AWAS-Project/AFTI_PMID_SINGLE_CLASS_TESTING_backup_20250215_134318/val/images/zooplanktonhoristontal2_onsdag_347.jpg,50.713
/home/itk/Desktop/Andreas/AWAS-Project/AFTI_PMID_SINGLE_CLASS_TESTING_backup_20250215_134318/val/images/zooplanktonhoristontal2_onsdag_5.jpg,50.890
/home/itk/Desktop/Andreas/AWAS-Project/AFTI_PMID_SINGLE_CLASS_TESTING_backup_20250215_134318/val/images/zooplanktonhoristontal2_onsdag_8.jpg,52.717
/home/itk/Desktop/Andreas/AWAS-Project/AFTI_PMID_SINGLE_CLASS_TESTING_backup_20250215_134318/val/images/zooplanktonwp2_60.jpg,53.183

metric,value
mean_ms,55.245
std_ms,2.359
p50_ms,54.868
p90_ms,56.118
p99_ms,64.137
fps,18.101
